Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
211,Leroy Fer,nl NED,MF,Swansea City,28,1990,25,15,"1,354",15.0,1,2,3,1,0,0,4,0,2.2,2.2,1.1,3.2,20,76,23,0.07,0.13,0.20,0.07,0.20,0.14,0.07,0.22,0.14,0.22,Matches
212,Shane Ferguson,nir NIR,"MF,DF",Millwall,27,1991,35,26,"2,466",27.4,2,4,6,1,1,1,4,0,1.5,0.7,6.3,7.0,35,68,93,0.07,0.15,0.22,0.04,0.18,0.05,0.23,0.29,0.03,0.26,Matches
213,Federico Fernández,ar ARG,DF,Swansea City,29,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
214,Sam Field,eng ENG,MF,West Brom,20,1998,12,4,537,6.0,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.8,8,24,8,0.17,0.00,0.17,0.17,0.17,0.10,0.04,0.14,0.10,0.14,Matches
215,Tom Field,eng ENG,MF,Brentford,21,1997,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
216,Frank Fielding,eng ENG,GK,Bristol City,30,1988,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
217,Tobias Figueiredo,pt POR,DF,Nott'ham Forest,24,1994,13,11,"1,009",11.2,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,8,17,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
218,Darnell Fisher,eng ENG,DF,Preston,24,1994,35,32,"2,871",31.9,0,4,4,0,0,0,10,1,0.4,0.4,2.4,2.9,58,145,80,0.00,0.13,0.13,0.00,0.13,0.01,0.08,0.09,0.01,0.09,Matches
219,John Fleck,sct SCO,MF,Sheffield Utd,26,1991,45,45,"3,972",44.1,2,10,12,2,0,0,7,0,2.2,2.2,8.4,10.7,86,308,116,0.05,0.23,0.27,0.05,0.27,0.05,0.19,0.24,0.05,0.24,Matches
220,Brandon Fleming,eng ENG,DF,Hull City,18,1999,4,1,144,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
221,Ashley Fletcher,eng ENG,"FW,MF",Middlesbrough,22,1995,21,14,"1,153",12.8,5,0,5,5,0,0,0,0,6.7,6.7,2.3,9.0,35,30,102,0.39,0.00,0.39,0.39,0.39,0.52,0.18,0.70,0.52,0.70,Matches
222,Darren Fletcher,sct SCO,MF,Stoke City,34,1984,11,4,346,3.8,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.3,3,20,4,0.26,0.00,0.26,0.26,0.26,0.03,0.04,0.07,0.03,0.07,Matches
223,Steven Fletcher,sct SCO,FW,Sheffield Weds,31,1987,40,32,"2,521",28.0,11,2,13,11,0,1,3,0,11.6,10.8,1.5,12.3,29,70,147,0.39,0.07,0.46,0.39,0.46,0.41,0.05,0.47,0.38,0.44,Matches
224,Aden Flint,eng ENG,DF,Middlesbrough,29,1989,39,39,"3,453",38.4,1,1,2,1,0,0,5,0,4.5,4.5,1.0,5.4,2,61,25,0.03,0.03,0.05,0.03,0.05,0.12,0.02,0.14,0.12,0.14,Matches
225,Anthony Forde,ie IRL,MF,Rotherham Utd,24,1993,28,17,"1,508",16.8,1,2,3,1,0,0,1,0,1.6,1.6,2.3,4.0,38,21,88,0.06,0.12,0.18,0.06,0.18,0.10,0.14,0.24,0.10,0.24,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
226,Fernando Forestieri,it ITA,"FW,MF",Sheffield Weds,28,1990,25,15,"1,443",16.0,6,1,7,5,1,2,3,1,5.2,3.6,1.0,4.6,37,48,92,0.37,0.06,0.44,0.31,0.37,0.32,0.06,0.38,0.23,0.29,Matches
227,Adam Forshaw,eng ENG,MF,Leeds United,26,1991,30,19,"1,892",21.0,0,0,0,0,0,0,3,0,0.9,0.9,1.7,2.6,44,182,44,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.12,0.04,0.12,Matches
228,Marcus Forss,fi FIN,"FW,MF",Brentford,19,1999,6,1,94,1.0,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,0,1,12,0.96,0.00,0.96,0.96,0.96,0.25,0.00,0.25,0.25,0.25,Matches
229,Craig Forsyth,sct SCO,DF,Derby County,29,1989,13,10,962,10.7,0,4,4,0,0,0,0,0,0.1,0.1,1.7,1.8,22,76,44,0.00,0.37,0.37,0.00,0.37,0.01,0.15,0.16,0.01,0.16,Matches
230,Danny Fox,sct SCO,DF,Nott'ham Forest,32,1986,18,18,"1,551",17.2,0,0,0,0,0,0,5,1,0.3,0.3,0.3,0.6,14,67,0,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,Matches
231,Danny Fox,sct SCO,DF,Wigan Athletic,32,1986,10,10,762,8.5,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.3,2,16,0,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
232,Morgan Fox,wls WAL,DF,Sheffield Weds,24,1993,25,21,"1,882",20.9,0,3,3,0,0,0,3,0,1.9,1.9,3.1,5.0,19,52,56,0.00,0.14,0.14,0.00,0.14,0.09,0.15,0.24,0.09,0.24,Matches
233,Kieron Freeman,wls WAL,DF,Sheffield Utd,26,1992,20,20,"1,744",19.4,2,4,6,2,0,0,2,0,1.2,1.2,3.1,4.3,32,88,118,0.10,0.21,0.31,0.10,0.31,0.06,0.16,0.22,0.06,0.22,Matches
234,Luke Freeman,eng ENG,"MF,FW",QPR,26,1992,43,43,"3,769",41.9,7,6,13,7,0,0,3,0,6.9,6.9,7.2,14.1,131,139,217,0.17,0.14,0.31,0.17,0.31,0.16,0.17,0.34,0.16,0.34,Matches
235,George Friend,eng ENG,DF,Middlesbrough,30,1987,38,37,"3,27",36.3,2,2,4,2,0,0,4,0,3.4,3.4,1.8,5.2,60,123,128,0.06,0.06,0.11,0.06,0.11,0.09,0.05,0.14,0.09,0.14,Matches
236,Dael Fry,eng ENG,DF,Middlesbrough,20,1997,34,33,"2,862",31.8,0,4,4,0,0,0,1,0,0.8,0.8,1.7,2.6,29,79,23,0.00,0.13,0.13,0.00,0.13,0.03,0.05,0.08,0.03,0.08,Matches
237,Jay Fulton,sct SCO,MF,Swansea City,24,1994,33,21,"1,91",21.2,2,1,3,2,0,0,2,0,2.3,2.3,1.5,3.8,20,67,44,0.09,0.05,0.14,0.09,0.14,0.11,0.07,0.18,0.11,0.18,Matches
238,Darnell Furlong,eng ENG,DF,QPR,22,1995,25,23,"2,075",23.1,1,1,2,1,0,0,5,0,0.7,0.7,1.7,2.3,26,62,40,0.04,0.04,0.09,0.04,0.09,0.03,0.07,0.10,0.03,0.10,Matches
239,Paul Gallagher,sct SCO,"MF,FW",Preston,33,1984,40,30,"2,458",27.3,6,7,13,3,3,3,3,0,4.1,1.8,5.6,7.4,22,208,62,0.22,0.26,0.48,0.11,0.37,0.15,0.20,0.35,0.06,0.27,Matches
240,Craig Gardner,eng ENG,MF,Birmingham City,31,1986,21,5,743,8.3,1,1,2,0,1,1,6,1,2.2,1.4,1.0,2.4,3,47,14,0.12,0.12,0.24,0.00,0.12,0.27,0.12,0.39,0.17,0.29,Matches
241,Gary Gardner,eng ENG,MF,Birmingham City,26,1992,40,39,"3,25",36.1,2,3,5,2,0,0,12,0,3.2,3.2,1.7,4.9,26,184,44,0.06,0.08,0.14,0.06,0.14,0.09,0.05,0.14,0.09,0.14,Matches
242,Joe Garner,eng ENG,FW,Wigan Athletic,30,1988,33,17,"1,508",16.8,8,1,9,6,2,3,7,0,8.5,6.1,1.5,7.6,6,29,82,0.48,0.06,0.54,0.36,0.42,0.51,0.09,0.59,0.37,0.45,Matches
243,Dwight Gayle,eng ENG,FW,West Brom,27,1990,39,33,"2,838",31.5,23,2,25,23,0,0,2,0,19.1,19.1,2.9,21.9,48,52,188,0.73,0.06,0.79,0.73,0.79,0.61,0.09,0.70,0.61,0.70,Matches
244,Joe Gelhardt,eng ENG,MF,Wigan Athletic,16,2002,1,0,45,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,0,2,0.00,0.00,0.00,0.00,0.00,0.30,0.07,0.37,0.30,0.37,Matches
245,Dean Gerken,eng ENG,GK,Ipswich Town,33,1985,18,18,"1,62",18.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
246,Rudy Gestede,bj BEN,FW,Middlesbrough,29,1988,4,1,111,1.2,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,0,2,9,0.00,0.00,0.00,0.00,0.00,0.63,0.10,0.73,0.63,0.73,Matches
247,Anwar El Ghazi,nl NED,"MF,FW",Aston Villa,23,1995,31,25,"2,163",24.0,5,6,11,5,0,0,4,1,5.9,5.9,5.9,11.9,117,49,220,0.21,0.25,0.46,0.21,0.46,0.25,0.25,0.49,0.25,0.49,Matches
248,Kieran Gibbs,eng ENG,DF,West Brom,28,1989,36,35,"3,035",33.7,4,4,8,4,0,0,3,0,1.4,1.4,4.5,5.9,95,111,188,0.12,0.12,0.24,0.12,0.24,0.04,0.13,0.18,0.04,0.18,Matches
249,Darron Gibson,ie IRL,MF,Wigan Athletic,30,1987,18,11,"1,018",11.3,0,0,0,0,0,0,1,1,0.2,0.2,0.0,0.2,3,46,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
250,Josh Ginnelly,eng ENG,"MF,FW",Preston,21,1997,5,0,55,0.6,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,2,6,0.00,0.00,0.00,0.00,0.00,0.65,0.00,0.65,0.65,0.65,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
251,Ben Godfrey,eng ENG,DF,Norwich City,20,1998,31,26,"2,39",26.6,4,2,6,4,0,0,3,0,3.8,3.8,0.8,4.6,31,89,15,0.15,0.08,0.23,0.15,0.23,0.14,0.03,0.17,0.14,0.17,Matches
252,Evandro Goebel,br BRA,"FW,MF",Hull City,31,1986,23,14,"1,154",12.8,3,4,7,3,0,0,3,1,2.2,2.2,2.5,4.7,22,59,50,0.23,0.31,0.55,0.23,0.55,0.17,0.20,0.37,0.17,0.37,Matches
253,Diogo Gonçalves,pt POR,"FW,MF",Nott'ham Forest,21,1997,7,1,211,2.3,0,0,0,0,0,0,0,0,0.7,0.7,0.3,0.9,6,5,19,0.00,0.00,0.00,0.00,0.00,0.28,0.12,0.39,0.28,0.39,Matches
254,Lewis Grabban,eng ENG,FW,Nott'ham Forest,30,1988,39,29,"2,728",30.3,16,3,19,13,3,7,3,0,19.0,13.4,1.7,15.2,61,47,214,0.53,0.10,0.63,0.43,0.53,0.63,0.06,0.68,0.44,0.50,Matches
255,Danny Graham,eng ENG,FW,Blackburn,32,1985,43,37,"3,014",33.5,15,4,19,12,3,3,1,0,12.8,10.4,4.8,15.2,15,49,175,0.45,0.12,0.57,0.36,0.48,0.38,0.14,0.52,0.31,0.45,Matches
256,Jordan Graham,eng ENG,"MF,FW",Ipswich Town,23,1995,4,3,231,2.6,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.4,7,10,5,0.00,0.00,0.00,0.00,0.00,0.10,0.05,0.14,0.10,0.14,Matches
257,Jack Grealish,eng ENG,"MF,FW",Aston Villa,22,1995,31,31,"2,688",29.9,6,6,12,6,0,0,5,0,5.0,5.0,6.4,11.4,160,252,156,0.20,0.20,0.40,0.20,0.40,0.17,0.21,0.38,0.17,0.38,Matches
258,André Green,eng ENG,"MF,FW",Aston Villa,20,1998,18,8,828,9.2,1,1,2,1,0,0,0,0,1.6,1.6,0.5,2.1,41,10,78,0.11,0.11,0.22,0.11,0.22,0.18,0.05,0.23,0.18,0.23,Matches
259,Lee Gregory,eng ENG,FW,Millwall,29,1988,44,42,"3,625",40.3,10,7,17,10,0,0,2,0,12.4,12.4,5.1,17.5,46,48,317,0.25,0.17,0.42,0.25,0.42,0.31,0.13,0.44,0.31,0.44,Matches
260,Will Grigg,nir NIR,FW,Wigan Athletic,27,1991,17,10,895,9.9,4,1,5,1,3,3,2,0,5.8,3.4,0.9,4.3,5,5,43,0.40,0.10,0.50,0.10,0.20,0.58,0.09,0.67,0.34,0.43,Matches
261,Matt Grimes,eng ENG,"MF,DF",Swansea City,23,1995,45,40,"3,734",41.5,1,4,5,0,1,1,3,0,2.8,2.0,4.5,6.4,66,303,45,0.02,0.10,0.12,0.00,0.10,0.07,0.11,0.17,0.05,0.16,Matches
262,Kamil Grosicki,pl POL,"MF,FW",Hull City,30,1988,39,35,"2,99",33.2,9,12,21,9,0,0,2,0,9.9,9.9,13.6,23.4,171,71,314,0.27,0.36,0.63,0.27,0.63,0.30,0.41,0.71,0.30,0.71,Matches
263,Jonathan Grounds,eng ENG,DF,Bolton,30,1988,13,12,"1,027",11.4,0,0,0,0,0,0,2,0,0.1,0.1,0.8,0.8,6,38,13,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.07,0.01,0.07,Matches
264,Adlène Guedioura,dz ALG,MF,Nott'ham Forest,32,1985,27,18,"1,717",19.1,2,2,4,2,0,0,3,0,1.5,1.5,0.5,2.0,18,116,41,0.10,0.10,0.21,0.10,0.21,0.08,0.03,0.11,0.08,0.11,Matches
265,Patrik Gunnarsson,is ISL,GK,Brentford,17,2000,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
266,Chris Gunter,wls WAL,DF,Reading,29,1989,22,17,"1,557",17.3,0,1,1,0,0,0,5,0,0.1,0.1,1.3,1.3,29,50,67,0.00,0.06,0.06,0.00,0.06,0.00,0.07,0.08,0.00,0.08,Matches
267,Grant Hall,eng ENG,DF,QPR,26,1991,12,7,595,6.6,0,0,0,0,0,0,3,1,0.6,0.6,0.0,0.6,2,17,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
268,Aapo Halme,fi FIN,DF,Leeds United,20,1998,4,1,144,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
269,Grant Hanley,sct SCO,DF,Norwich City,26,1991,9,6,574,6.4,1,0,1,1,0,0,0,0,1.0,1.0,0.5,1.5,2,13,0,0.16,0.00,0.16,0.16,0.16,0.16,0.07,0.23,0.16,0.23,Matches
270,Wes Harding,jm JAM,DF,Birmingham City,21,1996,27,13,"1,547",17.2,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.3,15,60,24,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
271,Rekeem Harper,eng ENG,MF,West Brom,18,2000,16,13,"1,13",12.6,1,1,2,1,0,0,1,0,0.6,0.6,0.8,1.5,22,40,30,0.08,0.08,0.16,0.08,0.16,0.05,0.06,0.12,0.05,0.12,Matches
272,Cian Harries,wls WAL,DF,Swansea City,21,1997,2,2,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
273,Callum Harriott,gy GUY,"FW,MF",Reading,24,1994,12,2,281,3.1,1,1,2,1,0,0,3,0,0.6,0.6,0.5,1.1,9,6,23,0.32,0.32,0.64,0.32,0.64,0.18,0.16,0.34,0.18,0.34,Matches
274,Ellis Harrison,wls WAL,"FW,MF",Ipswich Town,24,1994,16,9,777,8.6,1,1,2,1,0,0,2,0,1.2,1.2,0.8,2.1,12,12,47,0.12,0.12,0.23,0.12,0.23,0.14,0.10,0.24,0.14,0.24,Matches
275,Jack Harrison,eng ENG,"MF,FW",Leeds United,21,1996,37,32,"2,491",27.7,4,2,6,4,0,0,2,0,4.3,4.3,3.8,8.1,74,100,285,0.14,0.07,0.22,0.14,0.22,0.16,0.14,0.29,0.16,0.29,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
276,Josh Harrop,eng ENG,MF,Preston,22,1995,8,4,343,3.8,0,1,1,0,0,0,0,0,0.3,0.3,0.5,0.8,10,16,18,0.00,0.26,0.26,0.00,0.26,0.09,0.12,0.21,0.09,0.21,Matches
277,Kortney Hause,eng ENG,DF,Aston Villa,23,1995,11,10,890,9.9,1,0,1,1,0,0,5,0,1.0,1.0,0.1,1.2,6,26,18,0.10,0.00,0.10,0.10,0.10,0.11,0.01,0.12,0.11,0.12,Matches
278,Michael Hector,jm JAM,DF,Sheffield Weds,26,1992,37,36,"3,243",36.0,2,0,2,1,1,1,4,0,2.5,1.7,1.1,2.8,10,98,7,0.06,0.00,0.06,0.03,0.03,0.07,0.03,0.10,0.05,0.08,Matches
279,Michael Hefele,de GER,DF,Nott'ham Forest,27,1990,15,13,"1,121",12.5,0,0,0,0,0,0,3,0,0.9,0.9,0.1,1.1,13,37,1,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.08,0.08,0.08,Matches
280,Ahmed Hegazi,eg EGY,DF,West Brom,27,1991,38,38,"3,27",36.3,1,2,3,1,0,0,4,1,3.9,3.9,1.9,5.8,21,107,2,0.03,0.06,0.08,0.03,0.08,0.11,0.05,0.16,0.11,0.16,Matches
281,Tomer Hemed,il ISR,FW,QPR,31,1987,27,16,"1,405",15.6,7,0,7,5,2,2,1,0,8.7,7.1,1.4,8.5,14,41,100,0.45,0.00,0.45,0.32,0.32,0.56,0.09,0.65,0.46,0.55,Matches
282,Dean Henderson,eng ENG,GK,Sheffield Utd,21,1997,46,46,"4,14",46.0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.02,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,Matches
283,Markus Henriksen,no NOR,MF,Hull City,26,1992,39,39,"3,439",38.2,2,2,4,2,0,0,13,0,2.5,2.5,1.6,4.1,30,151,58,0.05,0.05,0.10,0.05,0.10,0.07,0.04,0.11,0.07,0.11,Matches
284,Rico Henry,eng ENG,"MF,DF",Brentford,21,1997,14,13,"1,073",11.9,1,2,3,1,0,0,2,0,0.5,0.5,0.9,1.4,39,55,75,0.08,0.17,0.25,0.08,0.25,0.04,0.08,0.12,0.04,0.12,Matches
285,Rushian Hepburn-Murphy,eng ENG,"FW,MF",Aston Villa,19,1998,5,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,1,7,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches
286,Onel Hernández,cu CUB,FW,Norwich City,25,1993,40,34,"3,137",34.9,8,9,17,8,0,0,3,0,7.9,7.9,7.0,14.9,192,66,389,0.23,0.26,0.49,0.23,0.49,0.23,0.20,0.43,0.23,0.43,Matches
287,Pablo Hernández,es ESP,"MF,FW",Leeds United,33,1985,39,37,"3,33",37.0,12,12,24,12,0,1,5,0,9.1,8.3,12.9,21.2,155,493,309,0.32,0.32,0.65,0.32,0.65,0.24,0.35,0.59,0.22,0.57,Matches
288,Jack Hobbs,eng ENG,DF,Bolton,29,1988,25,24,"2,117",23.5,1,0,1,1,0,0,0,0,0.6,0.6,0.3,0.9,2,49,3,0.04,0.00,0.04,0.04,0.04,0.03,0.01,0.04,0.03,0.04,Matches
289,Scott Hogan,ie IRL,FW,Sheffield Utd,26,1992,8,5,434,4.8,2,1,3,2,0,0,0,0,2.4,2.4,0.1,2.6,8,2,26,0.41,0.21,0.62,0.41,0.62,0.51,0.03,0.54,0.51,0.54,Matches
290,Scott Hogan,ie IRL,"FW,MF",Aston Villa,26,1992,6,0,73,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,3,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,Matches
291,Mason Holgate,eng ENG,DF,West Brom,21,1996,19,19,"1,656",18.4,1,3,4,1,0,0,5,0,0.9,0.9,0.9,1.8,42,87,108,0.05,0.16,0.22,0.05,0.22,0.05,0.05,0.10,0.05,0.10,Matches
292,Duane Holmes,us USA,"MF,FW",Derby County,23,1994,25,16,"1,492",16.6,2,1,3,2,0,0,7,0,1.9,1.9,1.6,3.5,64,84,80,0.12,0.06,0.18,0.12,0.18,0.11,0.10,0.21,0.11,0.21,Matches
293,Wes Hoolahan,ie IRL,"FW,MF",West Brom,36,1982,6,0,120,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,6,14,12,0.00,0.00,0.00,0.00,0.00,0.22,0.24,0.45,0.22,0.45,Matches
294,Gary Hooper,eng ENG,FW,Sheffield Weds,30,1988,6,4,316,3.5,1,1,2,1,0,0,0,0,1.4,1.4,0.2,1.6,5,6,17,0.28,0.28,0.57,0.28,0.57,0.40,0.07,0.47,0.40,0.47,Matches
295,Daryl Horgan,ie IRL,"FW,MF",Preston,25,1992,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
296,Conor Hourihane,ie IRL,MF,Aston Villa,27,1991,43,33,"3,085",34.3,7,11,18,7,0,0,6,0,5.8,5.8,9.7,15.5,28,164,98,0.20,0.32,0.53,0.20,0.53,0.17,0.28,0.45,0.17,0.45,Matches
297,Teddy Howe,eng ENG,DF,Reading,19,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,5.69,5.69,0.00,5.69,Matches
298,Jonny Howson,eng ENG,"MF,DF",Middlesbrough,30,1988,46,44,"3,94",43.8,1,6,7,1,0,0,7,0,5.1,5.1,9.2,14.3,113,220,174,0.02,0.14,0.16,0.02,0.16,0.12,0.21,0.33,0.12,0.33,Matches
299,Tom Huddlestone,eng ENG,MF,Derby County,31,1986,24,21,"1,881",20.9,0,0,0,0,0,0,5,0,1.1,1.1,0.7,1.8,11,127,19,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.09,0.05,0.09,Matches
300,Will Huffer,eng ENG,GK,Leeds United,19,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
301,Andrew Hughes,wls WAL,DF,Preston,26,1992,32,31,"2,79",31.0,3,2,5,3,0,0,2,0,1.5,1.5,1.3,2.8,34,112,84,0.10,0.06,0.16,0.10,0.16,0.05,0.04,0.09,0.05,0.09,Matches
302,Jordan Hugill,eng ENG,FW,Middlesbrough,26,1992,37,20,"1,878",20.9,6,2,8,3,3,3,6,0,7.5,5.1,0.9,6.1,21,21,124,0.29,0.10,0.38,0.14,0.24,0.36,0.04,0.40,0.25,0.29,Matches
303,Jack Hunt,eng ENG,DF,Bristol City,27,1990,33,32,"2,708",30.1,1,5,6,1,0,0,10,0,0.7,0.7,2.4,3.1,47,113,96,0.03,0.17,0.20,0.03,0.20,0.02,0.08,0.10,0.02,0.10,Matches
304,Paul Huntington,eng ENG,DF,Preston,30,1987,22,21,"1,846",20.5,0,0,0,0,0,0,1,0,1.0,1.0,0.5,1.5,1,39,5,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Matches
305,James Husband,eng ENG,DF,Norwich City,24,1994,1,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
306,Sam Hutchinson,eng ENG,MF,Sheffield Weds,28,1989,24,22,"1,777",19.7,0,0,0,0,0,0,5,0,1.0,1.0,0.6,1.6,8,65,12,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Matches
307,Shaun Hutchinson,eng ENG,DF,Millwall,27,1990,26,24,"2,149",23.9,1,0,1,1,0,0,6,0,1.4,1.4,2.4,3.7,0,75,5,0.04,0.00,0.04,0.04,0.04,0.06,0.10,0.16,0.06,0.16,Matches
308,Alan Hutton,sct SCO,DF,Aston Villa,33,1984,33,33,"2,872",31.9,2,1,3,2,0,0,8,0,0.5,0.5,1.8,2.3,100,219,84,0.06,0.03,0.09,0.06,0.09,0.02,0.06,0.07,0.02,0.07,Matches
309,Michael Ihiekwe,eng ENG,DF,Rotherham Utd,25,1992,15,15,"1,315",14.6,2,0,2,2,0,0,3,0,0.9,0.9,0.5,1.4,3,31,6,0.14,0.00,0.14,0.14,0.14,0.06,0.03,0.10,0.06,0.10,Matches
310,Tiago Ilori,pt POR,DF,Reading,25,1993,19,19,"1,71",19.0,1,0,1,1,0,0,2,0,0.9,0.9,0.7,1.5,5,66,2,0.05,0.00,0.05,0.05,0.05,0.05,0.03,0.08,0.05,0.08,Matches
311,Tom Ince,eng ENG,"FW,MF",Stoke City,26,1992,38,36,"3,089",34.3,6,7,13,6,0,0,2,0,6.8,6.8,5.1,11.9,116,125,249,0.17,0.20,0.38,0.17,0.38,0.20,0.15,0.35,0.20,0.35,Matches
312,Matt Ingram,eng ENG,GK,QPR,24,1993,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
313,Dominic Iorfa,eng ENG,DF,Sheffield Weds,23,1995,12,9,825,9.2,3,1,4,3,0,0,0,1,1.7,1.7,0.7,2.3,13,17,23,0.33,0.11,0.44,0.33,0.44,0.18,0.07,0.25,0.18,0.25,Matches
314,Jackson Irvine,au AUS,"MF,FW",Hull City,25,1993,38,36,"3,176",35.3,6,1,7,6,0,0,7,0,6.4,6.4,2.4,8.8,41,174,112,0.17,0.03,0.20,0.17,0.20,0.18,0.07,0.25,0.18,0.25,Matches
